"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"770","RT @KirkDBorne: Introduction to Bayesian networks: http://t.co/fVn0t3EcLC #BigData #DataScience #MachineLearning http://t.co/xlsIS1mWUS",FALSE,0,NA,2015-03-28 22:30:19,FALSE,NA,"581946445017845760",NA,"<a href=""http://www.visicomscientific.com"" rel=""nofollow"">SnapShopPro</a>","softwareguru1",69,TRUE,FALSE,NA,NA
"771","District Data Labs Corporate Data Science Training http://t.co/wUtfTq049V #DataScience #BigData #Analytics",FALSE,4,NA,2015-03-28 22:30:10,FALSE,NA,"581946409462550528",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","DistrictDataLab",1,FALSE,FALSE,NA,NA
"772","RT @KirkDBorne: Introduction to Bayesian networks: http://t.co/fVn0t3EcLC #BigData #DataScience #MachineLearning http://t.co/xlsIS1mWUS",FALSE,0,NA,2015-03-28 22:29:33,FALSE,NA,"581946253187133441",NA,"<a href=""https://github.com/Jeff88Ho"" rel=""nofollow"">Financial Information Miner</a>","Jeff88Ho",69,TRUE,FALSE,NA,NA
"773","RT @KirkDBorne: Introduction to Bayesian networks: http://t.co/fVn0t3EcLC #BigData #DataScience #MachineLearning http://t.co/xlsIS1mWUS",FALSE,0,NA,2015-03-28 22:28:51,FALSE,NA,"581946076615192576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JDVM_1",69,TRUE,FALSE,NA,NA
"774","RT @PredictionIO: Data Engineer vs Data Scientist vs Business Analyst (Or how to pick apart a unicorn) by @KevinSchmidtBiz #datascience htt…",FALSE,0,NA,2015-03-28 22:26:56,FALSE,NA,"581945594945531904",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","skilltd",14,TRUE,FALSE,NA,NA
"775","RT @rankkolab: Follow if you love #bigdata #datascience #dataviz #machinelearning #ai or #statistics!!",FALSE,0,NA,2015-03-28 22:24:46,FALSE,NA,"581945049270865920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rankkousa",1,TRUE,FALSE,NA,NA
"776","RT @mariandragt: Why visualisation matters: these data sets have the same mean, median + variance #datascience http://t.co/biPtOOmeEW MT @j…",FALSE,0,NA,2015-03-28 22:24:35,FALSE,NA,"581945004165337088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","monsterblonde",25,TRUE,FALSE,NA,NA
"777","RT @YangChangyu: How to find #value in #IoT #data http://t.co/NIpGrhuBda #BigData #DataAnalytics #DataScience #DataMining",FALSE,0,NA,2015-03-28 22:23:47,FALSE,NA,"581944803954393088",NA,"<a href=""https://hijeffho.squarespace.com/"" rel=""nofollow"">Data Trend</a>","Data88Geek",5,TRUE,FALSE,NA,NA
"778","Follow if you love #bigdata #datascience #dataviz #machinelearning #ai or #statistics!!",FALSE,8,NA,2015-03-28 22:23:27,FALSE,NA,"581944718348652545",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rankkolab",1,FALSE,FALSE,NA,NA
"779","RT @YangChangyu: How to find #value in #IoT #data http://t.co/NIpGrhuBda #BigData #DataAnalytics #DataScience #DataMining",FALSE,0,NA,2015-03-28 22:22:52,FALSE,NA,"581944571602534400",NA,"<a href=""https://apps.twitter.com/app/new"" rel=""nofollow"">appXesco</a>","aleson_es",5,TRUE,FALSE,NA,NA
"780","RT @MindAfterMath: Linear Search Algorithm http://t.co/bnHB2ww85X #compsci  #datascience #math #stem #mathchat",FALSE,0,NA,2015-03-28 22:22:52,FALSE,NA,"581944569387958272",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","chorfa672m",4,TRUE,FALSE,NA,NA
"781","RT @datasocietyco: Wanted: Intelligent Middleware That Simplifies Big #DataAnalytics http://t.co/AnDDPb6RgG #datascience",FALSE,0,NA,2015-03-28 22:22:16,FALSE,NA,"581944422490746881",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lcdiaz1970",7,TRUE,FALSE,NA,NA
"782","RT @YangChangyu: How to find #value in #IoT #data http://t.co/NIpGrhuBda #BigData #DataAnalytics #DataScience #DataMining",FALSE,0,NA,2015-03-28 22:22:13,FALSE,NA,"581944409924632576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lcdiaz1970",5,TRUE,FALSE,NA,NA
"783","RT @datasocietyco: Wanted: Intelligent Middleware That Simplifies Big #DataAnalytics http://t.co/AnDDPb6RgG #datascience",FALSE,0,NA,2015-03-28 22:20:38,FALSE,NA,"581944010945667072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IrinaLindquist",7,TRUE,FALSE,NA,NA
"784","Big Data in Remote Sensing - Big Picture http://t.co/f2hW520zJP #DataScience #RemoteSensing #BigData",FALSE,0,NA,2015-03-28 22:18:03,FALSE,NA,"581943361239695360",NA,"<a href=""http://www.shukka.com"" rel=""nofollow"">Shukka Methods - Twitter</a>","ShukkaMethods",0,FALSE,FALSE,NA,NA
"785","RT @PredictionIO: Data Engineer vs Data Scientist vs Business Analyst (Or how to pick apart a unicorn) by @KevinSchmidtBiz #datascience htt…",FALSE,0,NA,2015-03-28 22:17:08,FALSE,NA,"581943128980123648",NA,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","amir_lahiji",14,TRUE,FALSE,NA,NA
"786","RT @datasocietyco: Wanted: Intelligent Middleware That Simplifies Big #DataAnalytics http://t.co/AnDDPb6RgG #datascience",FALSE,0,NA,2015-03-28 22:16:11,FALSE,NA,"581942887581151233",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","chorfa672m",7,TRUE,FALSE,NA,NA
"787","RT @indizen_insight: #MachineLearning in #R for beginners http://t.co/PcHDl6VKkc #datascience #rstats via @Rbloggers",FALSE,0,NA,2015-03-28 22:15:20,FALSE,NA,"581942674539827201",NA,"<a href=""http://www.myplume.com/"" rel=""nofollow"">Plume for Android</a>","ManuTRILH",4,TRUE,FALSE,NA,NA
"788","RT @YangChangyu: How to find #value in #IoT #data http://t.co/NIpGrhuBda #BigData #DataAnalytics #DataScience #DataMining",FALSE,0,NA,2015-03-28 22:15:12,FALSE,NA,"581942641115435008",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","chorfa672m",5,TRUE,FALSE,NA,NA
"789","MT @RomeoKienzler: RT @ukituki: 89 Presentations from GPU Technology Conference 2015 #datascience #machinelearning http://t.co/VJ5p7Im5R8",FALSE,3,NA,2015-03-28 22:15:12,FALSE,NA,"581942640343695362",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","sidprobstein",0,FALSE,FALSE,NA,NA
"790","RT @zeezou: Big Data / Analytics based startups at Y Combinator, Winter 2015 batch http://t.co/vwp95ygiIo #BigData #Analytics #DataScience …",FALSE,0,NA,2015-03-28 22:14:55,FALSE,NA,"581942571850690560",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","chorfa672m",4,TRUE,FALSE,NA,NA
"791","RT @iotattack: You in Your #InternetofThings http://t.co/cY5dFR95An #iot #analytics #DataScience #bigdata http://t.co/srTAKISH5E via vrstar…",FALSE,0,NA,2015-03-28 22:14:53,FALSE,NA,"581942562510004224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JohnWheelerRapp",4,TRUE,FALSE,NA,NA
"792","10 Data Science Stories You Shouldn’t Miss This Week http://t.co/uSxKF89Gvf #BigData #Analytics #DataScience",FALSE,3,NA,2015-03-28 22:13:57,FALSE,NA,"581942328455270400",NA,"<a href=""http://www.flipboard.com"" rel=""nofollow"">Flipboard</a>","zeezou",0,FALSE,FALSE,NA,NA
"793","Big Data Helps Scientists Dig Deeper http://t.co/QMBtNmMyPT #BigData #Analytics #DataScience",FALSE,1,NA,2015-03-28 22:13:26,FALSE,NA,"581942196540207104",NA,"<a href=""http://www.flipboard.com"" rel=""nofollow"">Flipboard</a>","zeezou",0,FALSE,FALSE,NA,NA
"794","First White House Data Chief Discusses His Top Priorities http://t.co/3bXCOBkk1U #BigData #Analytics #DataScience",FALSE,1,NA,2015-03-28 22:13:01,FALSE,NA,"581942094148816896",NA,"<a href=""http://www.flipboard.com"" rel=""nofollow"">Flipboard</a>","zeezou",0,FALSE,FALSE,NA,NA
"795","RT @PredictionIO: Data Engineer vs Data Scientist vs Business Analyst (Or how to pick apart a unicorn) by @KevinSchmidtBiz #datascience htt…",FALSE,0,NA,2015-03-28 22:12:21,FALSE,NA,"581941924073857025",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Eduardobus",14,TRUE,FALSE,NA,NA
"796","RT @radius: The biggest misconception of #data scientists http://t.co/u6oEJxALaV via @hackerrank #datascience http://t.co/M3cEQ0C0lM",FALSE,0,NA,2015-03-28 22:12:14,FALSE,NA,"581941894587895808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ArupBanerjee07",2,TRUE,FALSE,NA,NA
"797","RT @stevndmills: Very cool =&gt; how to download data from your car to do some #DataScience on your driving habits http://t.co/ean61gZpGw",FALSE,0,NA,2015-03-28 22:11:48,FALSE,NA,"581941787918397440",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fxpi",1,TRUE,FALSE,NA,NA
"798","The Grammar of Data Science: Python vs R http://t.co/IMOKKsU5hu #BigData #Analytics #DataScience",FALSE,2,NA,2015-03-28 22:10:04,FALSE,NA,"581941352302321664",NA,"<a href=""http://www.flipboard.com"" rel=""nofollow"">Flipboard</a>","zeezou",0,FALSE,FALSE,NA,NA
"799","RT @byod_news: Jeff88Ho: RT iotattack: IBM opens SDN, NFV labs in Dallas, Nice http://t.co/bMVuXS5nxF #IoT #datascience #bigdata #IT via Al…",FALSE,0,NA,2015-03-28 22:09:41,FALSE,NA,"581941252230406144",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Shantaekyp",2,TRUE,FALSE,NA,NA
"800","RT @DataSkeptics: Global weapons trade targets Africa as imports to Algeria and Morocco soar http://t.co/XETsaEufQH   #datascience #bigdata…",FALSE,0,NA,2015-03-28 22:09:04,FALSE,NA,"581941097896779776",NA,"<a href=""https://github.com/Jeff88Ho"" rel=""nofollow"">Financial Information Miner</a>","Jeff88Ho",3,TRUE,FALSE,NA,NA
"801","RT @byod_news: NoSQLDigest: RT iotattack: IBM opens SDN, NFV labs in Dallas, Nice http://t.co/bMVuXS5nxF #IoT #datascience #bigdata #IT via…",FALSE,0,NA,2015-03-28 22:08:58,FALSE,NA,"581941073427218432",NA,"<a href=""http://denbot.co"" rel=""nofollow"">DenBotApp</a>","EnventorsLab",2,TRUE,FALSE,NA,NA
"802","RT @byod_news: NoSQLDigest: RT iotattack: IBM opens SDN, NFV labs in Dallas, Nice http://t.co/bMVuXS5nxF #IoT #datascience #bigdata #IT via…",FALSE,0,NA,2015-03-28 22:08:57,FALSE,NA,"581941070524715008",NA,"<a href=""https://hijeffho.squarespace.com/"" rel=""nofollow"">Data Smart</a>","Data88Smart",2,TRUE,FALSE,NA,NA
"803","RT @byod_news: Data88Smart: RT iotattack: IBM opens SDN, NFV labs in Dallas, Nice http://t.co/bMVuXS5nxF #IoT #datascience #bigdata #IT via…",FALSE,0,NA,2015-03-28 22:08:57,FALSE,NA,"581941069744586753",NA,"<a href=""https://hijeffho.squarespace.com/"" rel=""nofollow"">Data Smart</a>","Data88Smart",1,TRUE,FALSE,NA,NA
"804","RT @byod_news: Jeff88Ho: RT iotattack: IBM opens SDN, NFV labs in Dallas, Nice http://t.co/bMVuXS5nxF #IoT #datascience #bigdata #IT via Al…",FALSE,0,NA,2015-03-28 22:08:57,FALSE,NA,"581941068767346688",NA,"<a href=""https://hijeffho.squarespace.com/"" rel=""nofollow"">Data Smart</a>","Data88Smart",2,TRUE,FALSE,NA,NA
"805","RT @zeezou: Big Data / Analytics based startups at Y Combinator, Winter 2015 batch http://t.co/vwp95ygiIo #BigData #Analytics #DataScience …",FALSE,0,NA,2015-03-28 22:08:57,FALSE,NA,"581941067269955584",NA,"<a href=""https://hijeffho.squarespace.com/"" rel=""nofollow"">Data Smart</a>","Data88Smart",4,TRUE,FALSE,NA,NA
"806","RT @YangChangyu: How to find #value in #IoT #data http://t.co/NIpGrhuBda #BigData #DataAnalytics #DataScience #DataMining",FALSE,0,NA,2015-03-28 22:08:52,FALSE,NA,"581941049439977472",NA,"<a href=""https://hijeffho.squarespace.com/"" rel=""nofollow"">Data Smart</a>","Data88Smart",5,TRUE,FALSE,NA,NA
"807","RT @datasocietyco: Wanted: Intelligent Middleware That Simplifies Big #DataAnalytics http://t.co/AnDDPb6RgG #datascience",FALSE,0,NA,2015-03-28 22:08:52,FALSE,NA,"581941048571723776",NA,"<a href=""https://hijeffho.squarespace.com/"" rel=""nofollow"">Data Smart</a>","Data88Smart",7,TRUE,FALSE,NA,NA
"808","Big Data / Analytics based startups at Y Combinator, Winter 2015 batch http://t.co/vwp95ygiIo #BigData #Analytics #DataScience #ycombinator",FALSE,8,NA,2015-03-28 22:08:15,FALSE,NA,"581940892975689728",NA,"<a href=""http://www.flipboard.com"" rel=""nofollow"">Flipboard</a>","zeezou",4,FALSE,FALSE,NA,NA
"809","RT @MindAfterMath: Linear Search Algorithm http://t.co/bnHB2ww85X #compsci  #datascience #math #stem #mathchat",FALSE,0,NA,2015-03-28 22:07:58,FALSE,NA,"581940821366317057",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IamWinkler",4,TRUE,FALSE,NA,NA
"810","Jeff88Ho: RT iotattack: IBM opens SDN, NFV labs in Dallas, Nice http://t.co/bMVuXS5nxF #IoT #datascience #bigdata #IT via All_Day_Cloud",FALSE,3,NA,2015-03-28 22:06:07,FALSE,NA,"581940354603155456",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","byod_news",2,FALSE,FALSE,NA,NA
"811","Data88Smart: RT iotattack: IBM opens SDN, NFV labs in Dallas, Nice http://t.co/bMVuXS5nxF #IoT #datascience #bigdata #IT via All_Day_Cloud",FALSE,3,NA,2015-03-28 22:06:06,FALSE,NA,"581940352447320064",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","byod_news",1,FALSE,FALSE,NA,NA
"812","NoSQLDigest: RT iotattack: IBM opens SDN, NFV labs in Dallas, Nice http://t.co/bMVuXS5nxF #IoT #datascience #bigdata #IT via All_Day_Cloud",FALSE,3,NA,2015-03-28 22:06:06,FALSE,NA,"581940351482626048",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","byod_news",2,FALSE,FALSE,NA,NA
"813","Humanizing Big Data: The Smart Guide to Tracking Customers http://t.co/57VXA0KhcC #BigData #Analytics #DataScience",FALSE,1,NA,2015-03-28 22:05:19,FALSE,NA,"581940156275552256",NA,"<a href=""http://www.flipboard.com"" rel=""nofollow"">Flipboard</a>","zeezou",0,FALSE,FALSE,NA,NA
"814","Global weapons trade targets Africa as imports to Algeria and Morocco soar http://t.co/XETsaEufQH   #datascience #bigdata #machinelearning",FALSE,2,NA,2015-03-28 22:05:18,FALSE,NA,"581940152341270528",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","DataSkeptics",3,FALSE,FALSE,NA,NA
"815","RT @mariandragt: Why visualisation matters: these data sets have the same mean, median + variance #datascience http://t.co/biPtOOmeEW MT @j…",FALSE,0,NA,2015-03-28 22:05:02,FALSE,NA,"581940082971680768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thotwave",25,TRUE,FALSE,NA,NA
"816","RT @PredictionIO: Data Engineer vs Data Scientist vs Business Analyst (Or how to pick apart a unicorn) by @KevinSchmidtBiz #datascience htt…",FALSE,0,NA,2015-03-28 22:03:54,FALSE,NA,"581939796496556033",NA,"<a href=""https://github.com/Jeff88Ho"" rel=""nofollow"">Financial Information Miner</a>","Jeff88Ho",14,TRUE,FALSE,NA,NA
"817","RT @MindAfterMath: Linear Search Algorithm http://t.co/bnHB2ww85X #compsci  #datascience #math #stem #mathchat",FALSE,0,NA,2015-03-28 22:03:53,FALSE,NA,"581939795544420352",NA,"<a href=""https://github.com/Jeff88Ho"" rel=""nofollow"">Financial Information Miner</a>","Jeff88Ho",4,TRUE,FALSE,NA,NA
"818","RT @v_vashishta: Embedded Assessment Upgrades #PersonalizedLearning for the 21st Century https://t.co/F742i6mZb3 #machinelearning #datascie…",FALSE,0,NA,2015-03-28 22:03:53,FALSE,NA,"581939794617507840",NA,"<a href=""https://github.com/Jeff88Ho"" rel=""nofollow"">Financial Information Miner</a>","Jeff88Ho",3,TRUE,FALSE,NA,NA
"819","RT @iotattack: IBM opens SDN, NFV labs in Dallas, Nice http://t.co/G58uboQcnC #IoT #datascience #bigdata #IT via All_Day_Cloud",FALSE,0,NA,2015-03-28 22:03:53,FALSE,NA,"581939793745051648",NA,"<a href=""https://github.com/Jeff88Ho"" rel=""nofollow"">Financial Information Miner</a>","Jeff88Ho",3,TRUE,FALSE,NA,NA
"820","RT @PredictionIO: Data Engineer vs Data Scientist vs Business Analyst (Or how to pick apart a unicorn) by @KevinSchmidtBiz #datascience htt…",FALSE,0,NA,2015-03-28 22:03:50,FALSE,NA,"581939781283766272",NA,"<a href=""https://hijeffho.squarespace.com/"" rel=""nofollow"">Data Smart</a>","Data88Smart",14,TRUE,FALSE,NA,NA
"821","RT @MindAfterMath: Linear Search Algorithm http://t.co/bnHB2ww85X #compsci  #datascience #math #stem #mathchat",FALSE,0,NA,2015-03-28 22:03:50,FALSE,NA,"581939780474245120",NA,"<a href=""https://hijeffho.squarespace.com/"" rel=""nofollow"">Data Smart</a>","Data88Smart",4,TRUE,FALSE,NA,NA
"822","RT @v_vashishta: Embedded Assessment Upgrades #PersonalizedLearning for the 21st Century https://t.co/F742i6mZb3 #machinelearning #datascie…",FALSE,0,NA,2015-03-28 22:03:50,FALSE,NA,"581939779606077440",NA,"<a href=""https://hijeffho.squarespace.com/"" rel=""nofollow"">Data Smart</a>","Data88Smart",3,TRUE,FALSE,NA,NA
"823","RT @iotattack: IBM opens SDN, NFV labs in Dallas, Nice http://t.co/G58uboQcnC #IoT #datascience #bigdata #IT via All_Day_Cloud",FALSE,0,NA,2015-03-28 22:03:49,FALSE,NA,"581939778763022336",NA,"<a href=""https://hijeffho.squarespace.com/"" rel=""nofollow"">Data Smart</a>","Data88Smart",3,TRUE,FALSE,NA,NA
"824","RT @iotattack: IBM opens SDN, NFV labs in Dallas, Nice http://t.co/G58uboQcnC #IoT #datascience #bigdata #IT via All_Day_Cloud",FALSE,0,NA,2015-03-28 22:03:24,FALSE,NA,"581939670763773954",NA,"<a href=""http://www.simbasystems.com"" rel=""nofollow"">NoSQLDigest</a>","NoSQLDigest",3,TRUE,FALSE,NA,NA
"825","RT @v_vashishta: Embedded Assessment Upgrades #PersonalizedLearning for the 21st Century https://t.co/F742i6mZb3 #machinelearning #datascie…",FALSE,0,NA,2015-03-28 22:03:14,FALSE,NA,"581939630066532352",NA,"<a href=""https://hijeffho.squarespace.com/"" rel=""nofollow"">Data Trend</a>","Data88Geek",3,TRUE,FALSE,NA,NA
"826","Linear Search Algorithm http://t.co/bnHB2ww85X #compsci  #datascience #math #stem #mathchat",FALSE,5,NA,2015-03-28 22:02:43,FALSE,NA,"581939502513569792",NA,"<a href=""http://winthecustomer.com/"" rel=""nofollow"">Win the Customer</a>","MindAfterMath",4,FALSE,FALSE,NA,NA
"827","RT @PredictionIO: Data Engineer vs Data Scientist vs Business Analyst (Or how to pick apart a unicorn) by @KevinSchmidtBiz #datascience htt…",FALSE,0,NA,2015-03-28 22:02:35,FALSE,NA,"581939467545657345",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MatthewMrteach1",14,TRUE,FALSE,NA,NA
"828","Embedded Assessment Upgrades #PersonalizedLearning for the 21st Century https://t.co/F742i6mZb3 #machinelearning #datascience #education",FALSE,3,NA,2015-03-28 22:00:43,FALSE,NA,"581938996839780353",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","v_vashishta",3,FALSE,FALSE,NA,NA
"829","RT @YangChangyu: First @WhiteHouse #Data #Chief ""DJ Patil"" Discusses His Top Priorities http://t.co/14b4tD73BH #DataScientist @dpatil #BigD…",FALSE,0,NA,2015-03-28 22:00:22,FALSE,NA,"581938908822405120",NA,"<a href=""http://www.visicomscientific.com"" rel=""nofollow"">SnapShopPro</a>","softwareguru1",6,TRUE,FALSE,NA,NA
"830","RT @YangChangyu: First @WhiteHouse #Data #Chief ""DJ Patil"" Discusses His Top Priorities http://t.co/14b4tD73BH #DataScientist @dpatil #BigD…",FALSE,0,NA,2015-03-28 21:59:04,FALSE,NA,"581938580349542400",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lcdiaz1970",6,TRUE,FALSE,NA,NA
"831","RT @Soria_Emilio: “@Meijerink_D: Nice #R tutorials by Manuel Amunategui #datascience http://t.co/1juz1dQGR3” buenísimo el contenido!",FALSE,0,NA,2015-03-28 21:58:44,FALSE,NA,"581938497503789056",NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","ivallesp",3,TRUE,FALSE,NA,NA
"832","RT @vrstartup: Bluetooth 4.2, The Foundation For #IoT Devices https://t.co/X1Rybh9a3t #internetofthings #bigdata #datascience",FALSE,0,NA,2015-03-28 21:57:24,FALSE,NA,"581938162454433792",NA,"<a href=""https://apps.twitter.com/app/new"" rel=""nofollow"">appXesco</a>","aleson_es",7,TRUE,FALSE,NA,NA
"833","RT @vrstartup: Bluetooth 4.2, The Foundation For #IoT Devices https://t.co/X1Rybh9a3t #internetofthings #bigdata #datascience",FALSE,0,NA,2015-03-28 21:56:33,FALSE,NA,"581937949337473024",NA,"<a href=""http://www.simbasystems.com"" rel=""nofollow"">NoSQLDigest</a>","NoSQLDigest",7,TRUE,FALSE,NA,NA
"834","RT @bluebox: 10 #DataScience Stories You Shouldn’t Miss This Week - http://t.co/eqoMoX7Tdt via @DataconomyMedia #bigdata",FALSE,0,NA,2015-03-28 21:55:58,FALSE,NA,"581937803002429440",NA,"<a href=""http://www.simbasystems.com"" rel=""nofollow"">NoSQLDigest</a>","NoSQLDigest",1,TRUE,FALSE,NA,NA
"835","RT @YangChangyu: First @WhiteHouse #Data #Chief ""DJ Patil"" Discusses His Top Priorities http://t.co/14b4tD73BH #DataScientist @dpatil #BigD…",FALSE,0,NA,2015-03-28 21:55:36,FALSE,NA,"581937709205225472",NA,"<a href=""http://www.simbasystems.com"" rel=""nofollow"">NoSQLDigest</a>","NoSQLDigest",6,TRUE,FALSE,NA,NA
"836","IBM opens SDN, NFV labs in Dallas, Nice http://t.co/G58uboQcnC #IoT #datascience #bigdata #IT via All_Day_Cloud",FALSE,0,NA,2015-03-28 21:55:03,FALSE,NA,"581937570571018240",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","iotattack",3,FALSE,FALSE,NA,NA
"837","RT @iotattack: You in Your #InternetofThings http://t.co/cY5dFR95An #iot #analytics #DataScience #bigdata http://t.co/srTAKISH5E via vrstar…",FALSE,0,NA,2015-03-28 21:54:54,FALSE,NA,"581937532197179392",NA,"<a href=""http://www.simbasystems.com"" rel=""nofollow"">NoSQLDigest</a>","NoSQLDigest",4,TRUE,FALSE,NA,NA
"838","RT @vrstartup: Bluetooth 4.2, The Foundation For #IoT Devices https://t.co/X1Rybh9a3t #internetofthings #bigdata #datascience",FALSE,0,NA,2015-03-28 21:53:41,FALSE,NA,"581937227170742274",NA,"<a href=""https://github.com/Jeff88Ho"" rel=""nofollow"">Financial Information Miner</a>","Jeff88Ho",7,TRUE,FALSE,NA,NA
"839","RT @iotattack: You in Your #InternetofThings http://t.co/cY5dFR95An #iot #analytics #DataScience #bigdata http://t.co/srTAKISH5E via vrstar…",FALSE,0,NA,2015-03-28 21:53:40,FALSE,NA,"581937224134049792",NA,"<a href=""https://github.com/Jeff88Ho"" rel=""nofollow"">Financial Information Miner</a>","Jeff88Ho",4,TRUE,FALSE,NA,NA
"840","RT @DiegoKuonen: RT @bobehayes: Know your objective 》#BigData roadmap highlights objectives, assets http://t.co/ujFDmjGIFB #datascience",FALSE,0,NA,2015-03-28 21:52:16,FALSE,NA,"581936872710094848",NA,"<a href=""https://apps.twitter.com/app/new"" rel=""nofollow"">appXesco</a>","aleson_es",4,TRUE,FALSE,NA,NA
"841","RT @DiegoKuonen: RT @bobehayes: Know your objective 》#BigData roadmap highlights objectives, assets http://t.co/ujFDmjGIFB #datascience",FALSE,0,NA,2015-03-28 21:51:12,FALSE,NA,"581936602307567616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Irsbygod2",4,TRUE,FALSE,NA,NA
"842","Wanted: Intelligent Middleware That Simplifies Big #DataAnalytics http://t.co/AnDDPb6RgG #datascience",FALSE,3,NA,2015-03-28 21:50:32,FALSE,NA,"581936434787016704",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","datasocietyco",7,FALSE,FALSE,NA,NA
"843","How to find #value in #IoT #data http://t.co/NIpGrhuBda #BigData #DataAnalytics #DataScience #DataMining",FALSE,7,NA,2015-03-28 21:50:32,FALSE,NA,"581936433356652545",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","YangChangyu",5,FALSE,FALSE,NA,NA
"844","RT @All_Day_Cloud: IBM opens SDN, NFV labs in Dallas, Nice http://t.co/kNESMhxAdD #IoT #datascience #bigdata #IT",FALSE,0,NA,2015-03-28 21:49:14,FALSE,NA,"581936105882271744",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ArkangelScrap",2,TRUE,FALSE,NA,NA
"845","RT @YangChangyu: First @WhiteHouse #Data #Chief ""DJ Patil"" Discusses His Top Priorities http://t.co/14b4tD73BH #DataScientist @dpatil #BigD…",FALSE,0,NA,2015-03-28 21:48:32,FALSE,NA,"581935932011634688",NA,"<a href=""https://github.com/Jeff88Ho"" rel=""nofollow"">Financial Information Miner</a>","Jeff88Ho",6,TRUE,FALSE,NA,NA
"846","RT @YangChangyu: First @WhiteHouse #Data #Chief ""DJ Patil"" Discusses His Top Priorities http://t.co/14b4tD73BH #DataScientist @dpatil #BigD…",FALSE,0,NA,2015-03-28 21:48:31,FALSE,NA,"581935928287080448",NA,"<a href=""https://hijeffho.squarespace.com/"" rel=""nofollow"">Data Smart</a>","Data88Smart",6,TRUE,FALSE,NA,NA
"847","RT @ShlomoArgamon: Students in @IllinoisTech Master of #DataScience program excited about participating in #KraftDataDive next month! http:…",FALSE,0,NA,2015-03-28 21:48:30,FALSE,NA,"581935921609736192",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","IIT_Science",1,TRUE,FALSE,NA,NA
"848","RT @All_Day_Cloud: IBM opens SDN, NFV labs in Dallas, Nice http://t.co/kNESMhxAdD #IoT #datascience #bigdata #IT",FALSE,0,NA,2015-03-28 21:48:27,FALSE,NA,"581935910356385792",NA,"<a href=""https://github.com/Jeff88Ho"" rel=""nofollow"">Financial Information Miner</a>","Jeff88Ho",2,TRUE,FALSE,NA,NA
